timestamp	server	destination	request	status	parameter_bytes	tem_code	type	unit	max	min	value_bytes	value_unsigned	value_signed	value	value_encoding	response	error
2026-09-11T21:55:23.980447+00:00	localhost:8888	15	1506210408000000	hit	0000	00-000	Temperatur	_C	500	-500	a900	169	169	16.9 °C	Annahme: SIN / 10	0a00000d02f4010cfea900	
2026-09-11T21:55:24.415749+00:00	localhost:8888	15	1506210408010000	hit	0100	00-001	Temperatur	_C	500	0	e300	227	227	22.7 °C	Annahme: SIN / 10	0a01000d02f4010000e300	
2026-09-11T21:55:24.680035+00:00	localhost:8888	15	1506210408020000	hit	0200	00-002	Temperatur	_C	1000	0	f800	248	248	24.8 °C	Annahme: SIN / 10	0a02000d02e8030000f800	
2026-09-11T21:55:24.943835+00:00	localhost:8888	15	1506210408030000	hit	0400	00-004	Temperatur	_C	1000	0	e801	488	488	48.8 °C	Annahme: SIN / 10	0a04000d02e8030000e801	
2026-09-11T21:55:25.197945+00:00	localhost:8888	15	1506210408040000	hit	0700	00-007	Temperatur	_C	1000	0	f800	248	248	24.8 °C	Annahme: SIN / 10	0a07000d02e8030000f800	
2026-09-11T21:55:25.505575+00:00	localhost:8888	15	1506210408050000	hit	0800	00-008	Temperatur	_C	1000	0	da00	218	218	21.8 °C	Annahme: SIN / 10	0a08000d02e8030000da00	
2026-09-11T21:55:25.773600+00:00	localhost:8888	15	1506210408060000	hit	4600	00-070	Temperatur	_C	1000	0	6a01	362	362	36.2 °C	Annahme: SIN / 10	0a46000d02e80300006a01	
2026-09-11T21:55:26.055340+00:00	localhost:8888	15	1506210408070000	hit	4700	00-071	Temperatur	_C	1000	0	b004	1200	1200	120 °C	Annahme: SIN / 10	0a47000d02e8030000b004	
2026-09-11T21:55:26.318423+00:00	localhost:8888	15	1506210408080000	hit	4800	00-072	Temperatur	_C	1000	0	d700	215	215	21.5 °C	Annahme: SIN / 10	0a48000d02e8030000d700	
2026-09-11T21:55:26.583993+00:00	localhost:8888	15	1506210408090000	hit	4900	00-073	Temperatur	_C	1000	0	d700	215	215	21.5 °C	Annahme: SIN / 10	0a49000d02e8030000d700	
2026-09-11T21:55:26.853046+00:00	localhost:8888	15	15062104080a0000	hit	4a00	00-074	Temperatur	_C	1000	0	b004	1200	1200	120 °C	Annahme: SIN / 10	0a4a000d02e8030000b004	
2026-09-11T21:55:27.114828+00:00	localhost:8888	15	15062104080b0000	hit	4b00	00-075	Temperatur	_C	1000	0	b004	1200	1200	120 °C	Annahme: SIN / 10	0a4b000d02e8030000b004	
2026-09-11T21:55:27.380721+00:00	localhost:8888	15	15062104080c0000	hit	5100	00-081	Temperatur	_C	1000	0	b004	1200	1200	120 °C	Annahme: SIN / 10	0a51000d02e8030000b004	
2026-09-11T21:55:27.646068+00:00	localhost:8888	15	15062104080d0000	hit	5f00	00-095	none	_C	100	0	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0a5f000002640000000000	
2026-09-11T21:55:27.911683+00:00	localhost:8888	15	15062104080e0000	hit	6000	00-096	Temperatur	_C	1000	0	da00	218	218	21.8 °C	Annahme: SIN / 10	0a60000d02e8030000da00	
2026-09-11T21:55:28.181580+00:00	localhost:8888	15	15062104080f0000	hit	0000	00-000	Temperatur	_C	500	-500	a900	169	169	16.9 °C	Annahme: SIN / 10	0a00000d02f4010cfea900	
2026-09-11T21:55:28.443071+00:00	localhost:8888	15	1506210408100000	hit	1441	02-020	Temperatur	_C	500	-500	bf00	191	191	19.1 °C	Annahme: SIN / 10	0a14410d02f4010cfebf00	
2026-09-11T21:55:59.994747+00:00	localhost:8888	15	1506210408800000	hit	0000	00-000	Temperatur	_C	500	-500	a900	169	169	16.9 °C	Annahme: SIN / 10	0a00000d02f4010cfea900	
2026-09-11T21:56:00.304144+00:00	localhost:8888	15	1506210408810000	hit	0100	00-001	Temperatur	_C	500	0	e300	227	227	22.7 °C	Annahme: SIN / 10	0a01000d02f4010000e300	
2026-09-11T21:56:00.613395+00:00	localhost:8888	15	1506210408820000	hit	0200	00-002	Temperatur	_C	1000	0	f800	248	248	24.8 °C	Annahme: SIN / 10	0a02000d02e8030000f800	
2026-09-11T21:56:00.912467+00:00	localhost:8888	15	1506210408830000	hit	0400	00-004	Temperatur	_C	1000	0	e801	488	488	48.8 °C	Annahme: SIN / 10	0a04000d02e8030000e801	
2026-09-11T21:56:01.180978+00:00	localhost:8888	15	1506210408840000	hit	0700	00-007	Temperatur	_C	1000	0	f800	248	248	24.8 °C	Annahme: SIN / 10	0a07000d02e8030000f800	
2026-09-11T21:56:01.444167+00:00	localhost:8888	15	1506210408850000	hit	0800	00-008	Temperatur	_C	1000	0	da00	218	218	21.8 °C	Annahme: SIN / 10	0a08000d02e8030000da00	
2026-09-11T21:56:01.709245+00:00	localhost:8888	15	1506210408860000	hit	4600	00-070	Temperatur	_C	1000	0	6a01	362	362	36.2 °C	Annahme: SIN / 10	0a46000d02e80300006a01	
2026-09-11T21:56:01.974682+00:00	localhost:8888	15	1506210408870000	hit	4700	00-071	Temperatur	_C	1000	0	b004	1200	1200	120 °C	Annahme: SIN / 10	0a47000d02e8030000b004	
2026-09-11T21:56:02.240107+00:00	localhost:8888	15	1506210408880000	hit	4800	00-072	Temperatur	_C	1000	0	d700	215	215	21.5 °C	Annahme: SIN / 10	0a48000d02e8030000d700	
2026-09-11T21:56:02.723734+00:00	localhost:8888	15	1506210408890000	hit	4900	00-073	Temperatur	_C	1000	0	d700	215	215	21.5 °C	Annahme: SIN / 10	0a49000d02e8030000d700	
2026-09-11T21:56:02.990345+00:00	localhost:8888	15	15062104088a0000	hit	4a00	00-074	Temperatur	_C	1000	0	b004	1200	1200	120 °C	Annahme: SIN / 10	0a4a000d02e8030000b004	
2026-09-11T21:56:03.255689+00:00	localhost:8888	15	15062104088b0000	hit	4b00	00-075	Temperatur	_C	1000	0	b004	1200	1200	120 °C	Annahme: SIN / 10	0a4b000d02e8030000b004	
2026-09-11T21:56:03.551925+00:00	localhost:8888	15	15062104088c0000	hit	5100	00-081	Temperatur	_C	1000	0	b004	1200	1200	120 °C	Annahme: SIN / 10	0a51000d02e8030000b004	
2026-09-11T21:56:03.818247+00:00	localhost:8888	15	15062104088d0000	hit	5f00	00-095	none	_C	100	0	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0a5f000002640000000000	
2026-09-11T21:56:04.083886+00:00	localhost:8888	15	15062104088e0000	hit	6000	00-096	Temperatur	_C	1000	0	da00	218	218	21.8 °C	Annahme: SIN / 10	0a60000d02e8030000da00	
2026-09-11T21:56:04.380362+00:00	localhost:8888	15	15062104088f0000	hit	0000	00-000	Temperatur	_C	500	-500	a900	169	169	16.9 °C	Annahme: SIN / 10	0a00000d02f4010cfea900	
2026-09-11T21:56:04.646367+00:00	localhost:8888	15	1506210408900000	hit	1441	02-020	Temperatur	_C	500	-500	bf00	191	191	19.1 °C	Annahme: SIN / 10	0a14410d02f4010cfebf00	
2026-09-11T21:56:36.025588+00:00	localhost:8888	15	1506210409000000	hit	0000	00-000	Temperatur	_C	500	-500	a900	169	169	16.9 °C	Annahme: SIN / 10	0a00000d02f4010cfea900	
2026-09-11T21:56:36.287440+00:00	localhost:8888	15	1506210409010000	hit	1441	02-020	Temperatur	_C	500	-500	bf00	191	191	19.1 °C	Annahme: SIN / 10	0a14410d02f4010cfebf00	
2026-09-11T21:56:36.553273+00:00	localhost:8888	15	1506210409020000	hit	0100	00-001	Temperatur	_C	500	0	e300	227	227	22.7 °C	Annahme: SIN / 10	0a01000d02f4010000e300	
2026-09-11T21:56:36.840648+00:00	localhost:8888	15	1506210409030000	hit	8100	01-001	Temperatur	_C	1000	0	b400	180	180	18 °C	Annahme: SIN / 10	0a81000d02e8030000b400	
2026-09-11T21:56:37.099787+00:00	localhost:8888	15	1506210409040000	hit	0200	00-002	Temperatur	_C	1000	0	f800	248	248	24.8 °C	Annahme: SIN / 10	0a02000d02e8030000f800	
2026-09-11T21:56:37.365699+00:00	localhost:8888	15	1506210409050000	hit	8200	01-002	Temperatur	_C	1000	0	0000	0	0	0 °C	Annahme: SIN / 10	0a82000d02e80300000000	
2026-09-11T21:56:37.661591+00:00	localhost:8888	15	1506210409060000	hit	0400	00-004	Temperatur	_C	1000	0	e801	488	488	48.8 °C	Annahme: SIN / 10	0a04000d02e8030000e801	
2026-09-11T21:56:37.928413+00:00	localhost:8888	15	1506210409070000	hit	8400	01-004	Temperatur	_C	1000	0	f401	500	500	50 °C	Annahme: SIN / 10	0a84000d02e8030000f401	
2026-09-11T21:56:38.193670+00:00	localhost:8888	15	1506210409080000	hit	0700	00-007	Temperatur	_C	1000	0	f800	248	248	24.8 °C	Annahme: SIN / 10	0a07000d02e8030000f800	
2026-09-11T21:56:38.460898+00:00	localhost:8888	15	1506210409090000	hit	8700	01-007	Temperatur	_C	1000	0	0000	0	0	0 °C	Annahme: SIN / 10	0a87000d02e80300000000	
2026-09-11T21:56:38.726732+00:00	localhost:8888	15	15062104090a0000	hit	0800	00-008	Temperatur	_C	1000	0	da00	218	218	21.8 °C	Annahme: SIN / 10	0a08000d02e8030000da00	
2026-09-11T21:56:38.990807+00:00	localhost:8888	15	15062104090b0000	hit	4600	00-070	Temperatur	_C	1000	0	6b01	363	363	36.3 °C	Annahme: SIN / 10	0a46000d02e80300006b01	
2026-09-11T21:56:39.256206+00:00	localhost:8888	15	15062104090c0000	hit	4700	00-071	Temperatur	_C	1000	0	b004	1200	1200	120 °C	Annahme: SIN / 10	0a47000d02e8030000b004	
2026-09-11T21:56:39.521810+00:00	localhost:8888	15	15062104090d0000	hit	4800	00-072	Temperatur	_C	1000	0	d700	215	215	21.5 °C	Annahme: SIN / 10	0a48000d02e8030000d700	
2026-09-11T21:56:39.791429+00:00	localhost:8888	15	15062104090e0000	hit	4900	00-073	Temperatur	_C	1000	0	d700	215	215	21.5 °C	Annahme: SIN / 10	0a49000d02e8030000d700	
2026-09-11T21:56:40.054764+00:00	localhost:8888	15	15062104090f0000	hit	4a00	00-074	Temperatur	_C	1000	0	b004	1200	1200	120 °C	Annahme: SIN / 10	0a4a000d02e8030000b004	
2026-09-11T21:56:40.321111+00:00	localhost:8888	15	1506210409100000	hit	4b00	00-075	Temperatur	_C	1000	0	b004	1200	1200	120 °C	Annahme: SIN / 10	0a4b000d02e8030000b004	
2026-09-11T21:56:40.652241+00:00	localhost:8888	15	1506210409110000	hit	5100	00-081	Temperatur	_C	1000	0	b004	1200	1200	120 °C	Annahme: SIN / 10	0a51000d02e8030000b004	
2026-09-11T21:56:40.912446+00:00	localhost:8888	15	1506210409120000	hit	5f00	00-095	none	_C	100	0	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0a5f000002640000000000	
2026-09-11T21:56:41.178162+00:00	localhost:8888	15	1506210409130000	hit	6000	00-096	Temperatur	_C	1000	0	da00	218	218	21.8 °C	Annahme: SIN / 10	0a60000d02e8030000da00	
2026-09-11T21:56:41.525675+00:00	localhost:8888	15	1506210409140000	hit	e000	01-096	Temperatur	_C	1000	0	0000	0	0	0 °C	Annahme: SIN / 10	0ae0000d02e80300000000	
2026-09-11T21:56:41.787871+00:00	localhost:8888	15	1506210409150000	hit	e100	01-097	unknown(0x01)	_C	100	0	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0ae1000102640000000000	
2026-09-11T21:56:42.061055+00:00	localhost:8888	15	1506210409160000	hit	2841	02-040	Temperatur	kW	999	-999	18fc	64536	-1000		unbekannt; Rohwerte ohne Skalierung	0a28410d10e70319fc18fc	
2026-09-11T21:56:42.365718+00:00	localhost:8888	15	1506210409170000	hit	2941	02-041	Temperatur	kW	999	-999	18fc	64536	-1000		unbekannt; Rohwerte ohne Skalierung	0a29410d10e70319fc18fc	
2026-09-11T21:56:42.661631+00:00	localhost:8888	15	1506210409180000	hit	4741	02-071	Zeit	hh_mm	10080	0	0e1c	7182	7182		unbekannt; Rohwerte ohne Skalierung	0a4741042a602700000e1c	
2026-09-11T21:56:42.928043+00:00	localhost:8888	15	1506210409190000	hit	4641	02-070	Zeit	unknown(0x28)	-1	0	c3b4	46275	-19261		unbekannt; Rohwerte ohne Skalierung	0a46410428ffff0000c3b4	
