index;tem_id;name;context;stored_value;unit_inferred;minimum;maximum;step_raw;group_text;address_candidate_hex;type_raw;unit_raw;variant_index;position_raw;page_raw;entry_key_raw;variant_flag_raw;address_low_raw;address_high_raw;header_raw;tail_raw;title;help_text;author_text;controller_text;offset;end_offset;payload_offset;fields_offset
160;09-12;Aussentemperatursperre TAW;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;-5;°C;-50;50;5;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF5A6;13;1;0;5;10;20560;0;166;245;[1, 2, 21, 2];[1, 0, 81];09-12  Aussentemperatursperre TAW;Aussentemperatur bei der die Sperrung des Wärmeerzeugers erfolgt.Die Sperrung erfolgt abhängig dem Wert im Einsteller 11-0 über oder unter dem eingestellten Wert.;ich;17385;47943;48301;47945;47995
121;09-13;Energiezwang Funktion;Einstellebene 9, WE Einstellungen Wärmepumpe;2;;0;3;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF280;4;0;0;6;9;18528;0;128;242;[1, 2, 21, 2];[2, 0, 81];09-13  Energiezwang Funktion;"0 = Kein Energiezwang
1 = Energiezwang auf Schutztemperatur
2 = Energiezwang auf Maximaltemperatur
3 = Energiezwang auf Schutztemperatur und Maximaltemperatur";ich;17385;35205;35545;35207;35252
161;09-13;Energiezwang Funktion;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;2;;0;3;1;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF5A8;4;0;0;6;10;20576;0;168;245;[1, 2, 21, 2];[2, 0, 81];09-13  Energiezwang Funktion;"0 = Kein Energiezwang
1 = Energiezwang auf Schutztemperatur
2 = Energiezwang auf Maximaltemperatur
3 = Energiezwang auf Schutztemperatur und Maximaltemperatur";ich;17385;48301;48653;48303;48348
122;09-14;Diff. Leistungszwang Tkmax;Einstellebene 9, WE Einstellungen Wärmepumpe;0;K;-30;30;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF282;13;2;0;7;9;18544;0;130;242;[1, 2, 21, 2];[2, 0, 81];09-14  Diff. Leistungszwang Tkmax;Die Ansprechtemperatur für positiven Leistungszwang wird gegenüber TKmax um diesen Wert verschoben.;ich;17385;35545;35828;35547;35597
162;09-14;Diff. Leistungszwang Tkmax;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0;K;-30;30;5;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF5AA;13;2;0;7;10;20592;0;170;245;[1, 2, 21, 2];[2, 0, 81];09-14  Diff. Leistungszwang Tkmax;Die Ansprechtemperatur für positiven Leistungszwang wird gegenüber TKmax um diesen Wert verschoben.;ich;17385;48653;48948;48655;48705
57;09-20;Solltemperatur Handbetrieb;Heizkreis 1 (abgeleitet);48;°C;0;90;10;Einstellebene 3, Raumtemperaturregelung;0xFE9C;13;1;0;14;3;6368;1;156;254;[1, 2, 21, 2];[0, 0, 81];09-20  Solltemperatur Handbetrieb;Sollwert Vorlauftemperatur im Handbetrieb;ich;17385;15653;15873;15655;15705
58;09-20;Solltemperatur Handbetrieb;Heizkreis 2 (abgeleitet);48;°C;0;90;10;Einstellebene 3, Raumtemperaturregelung;0xFE9E;13;1;1;14;3;6369;1;158;254;[1, 2, 21, 2];[0, 0, 81];09-20  Solltemperatur Handbetrieb;Sollwert Vorlauftemperatur im Handbetrieb;ich;17385;15873;16093;15875;15925
123;09-21;WE Abschaltdifferenz;Einstellebene 9, WE Einstellungen Wärmepumpe;5;K;2;30;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF268;13;2;0;8;9;18560;0;104;242;[1, 2, 21, 2];[1, 0, 81];09-21  WE Abschaltdifferenz;Wird am Fühler TWV die Temperatur TWVSoll + Einstellwert überschritten, schaltet der Wärmeerzeuger aus.;ich;17385;35828;36109;35830;35874
163;09-21;WE Abschaltdifferenz;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;3;K;2;30;5;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF590;13;2;0;8;10;20608;0;144;245;[1, 2, 21, 2];[1, 0, 81];09-21  WE Abschaltdifferenz;Wird am Fühler TWV die Temperatur TWVSoll + Einstellwert überschritten, schaltet der Wärmeerzeuger aus.;ich;17385;48948;49241;48950;48994
124;09-23;Minimale Stillstandszeit;Einstellebene 9, WE Einstellungen Wärmepumpe;12;min;0;100;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF25A;13;6;0;9;9;18576;0;90;242;[1, 2, 21, 2];[2, 0, 81];09-23  Minimale Stillstandszeit;Minimale Stillstandzeit des Wärmeerzeugers nach einer Abschaltung.;ich;17385;36109;36357;36111;36159
164;09-23;Minimale Stillstandszeit;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;60;min;0;100;5;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF582;13;6;0;9;10;20624;0;130;245;[1, 2, 21, 2];[1, 0, 81];09-23  Minimale Stillstandszeit;Minimale Stillstandzeit des Wärmeerzeugers nach einer Abschaltung.;ich;17385;49241;49501;49243;49291
125;09-26;Vorhaltezeit 2. Stufe;Einstellebene 9, WE Einstellungen Wärmepumpe;10;s?;0;100;10;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF25E;13;7;0;10;9;18592;0;94;242;[1, 2, 21, 2];[2, 0, 81];09-26  Vorhaltezeit 2. Stufe;"Bei Modulations- und 2-stufigem Betrieb kann eine Vorhaltezeit (D-Anteil) für die Modulation eingestellt
werden. Optimierung um ein Überschwingen zu vermeiden.";ich;17385;36357;36696;36359;36404
165;09-26;Vorhaltezeit 2. Stufe;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0;s?;0;100;10;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF586;13;7;0;10;10;20640;0;134;245;[1, 2, 21, 2];[2, 0, 81];09-26  Vorhaltezeit 2. Stufe;"Bei Modulations- und 2-stufigem Betrieb kann eine Vorhaltezeit (D-Anteil) für die Modulation eingestellt
werden. Optimierung um ein Überschwingen zu vermeiden.";ich;17385;49501;49852;49503;49548
126;09-31;Minimale WE Laufzeit;Einstellebene 9, WE Einstellungen Wärmepumpe;9;min;0;40;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF256;13;6;0;11;9;18608;0;86;242;[1, 2, 21, 2];[2, 0, 81];09-31  Minimale WE Laufzeit;Minimale Laufzeit des Wärmeerzeugers nach einer Freigabe.;ich;17385;36696;36931;36698;36742
166;09-31;Minimale WE Laufzeit;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0;min;0;40;5;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF57E;13;6;0;11;10;20656;0;126;245;[1, 2, 21, 2];[2, 0, 81];09-31  Minimale WE Laufzeit;Minimale Laufzeit des Wärmeerzeugers nach einer Freigabe.;ich;17385;49852;50099;49854;49898
127;09-32;TWVmin Kühlbetrieb;Einstellebene 9, WE Einstellungen Wärmepumpe;14;°C;0;30;10;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF26C;13;1;0;12;9;18624;0;108;242;[1, 2, 21, 2];[3, 0, 81];09-32  TWVmin Kühlbetrieb ;Unterschreitet der Wärmepumpen Vorlauffühler im Kühlbetrieb diese Temperatur, wird die Wärmepume abgeschaltet.;ich;17385;36931;37218;36933;36976
128;09-34;Einschaltverzögerung 2. Stufe;Einstellebene 9, WE Einstellungen Wärmepumpe;9;min;0;40;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF260;13;6;0;13;9;18640;0;96;242;[1, 2, 21, 2];[2, 0, 81];09-34  Einschaltverzögerung 2. Stufe;Mit der Einschaltverzögerung kann der Einschaltzeitpunkt der zweiten Stufe um die eingestellte Zeit ab Wärmeerzeugeranforderung verzögert werden.;ich;17385;37218;37550;37220;37273
167;09-34;Einschaltverzögerung 2. Stufe;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0;min;0;40;5;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF588;13;6;0;12;10;20672;0;136;245;[1, 2, 21, 2];[2, 0, 81];09-34  Einschaltverzögerung 2. Stufe;Mit der Einschaltverzögerung kann der Einschaltzeitpunkt der zweiten Stufe um die eingestellte Zeit ab Wärmeerzeugeranforderung verzögert werden.;ich;17385;50099;50443;50101;50154
129;09-35;Schaltdifferenz 2. Stufe;Einstellebene 9, WE Einstellungen Wärmepumpe;-3;K;-20;0;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF25C;13;2;0;14;9;18656;0;92;242;[1, 2, 21, 2];[2, 0, 81];09-35  Schaltdifferenz 2. Stufe;"Bei 1-stufigem Betrieb ist dieser Einsteller auf 0 zu belassen.
Schaltdifferenz für die 2. Stufe -1.0 bis -20.0";ich;17385;37550;37844;37552;37600
168;09-35;Schaltdifferenz 2. Stufe;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0;K;-20;0;5;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF584;13;2;0;13;10;20688;0;132;245;[1, 2, 21, 2];[2, 0, 81];09-35  Schaltdifferenz 2. Stufe;"Bei 1-stufigem Betrieb ist dieser Einsteller auf 0 zu belassen.
Schaltdifferenz für die 2. Stufe -1.0 bis -20.0";ich;17385;50443;50749;50445;50493
130;10-31;WE Maximaltemperatur;Einstellebene 9, WE Einstellungen Wärmepumpe;70;°C;30;80;10;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF266;13;1;0;15;9;18672;0;102;242;[1, 2, 21, 2];[2, 0, 81];10-31  WE Maximaltemperatur;Wird die maximale Wärmeerzeugertemperatur überschritten, wird der WEZ abgeschaltet.;ich;17385;37844;38105;37846;37890
169;10-31;WE Maximaltemperatur;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;70;°C;30;80;10;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF58E;13;1;0;14;10;20704;0;142;245;[1, 2, 21, 2];[2, 0, 81];10-31  WE Maximaltemperatur;Wird die maximale Wärmeerzeugertemperatur überschritten, wird der WEZ abgeschaltet.;ich;17385;50749;51022;50751;50795
171;11-01;WE Steuerbefehl;Einstellebene 11, WE 1 Kaskadenfunktionen;2;;1;4;1;Einstellebene 11, WE 1 Kaskadenfunktionen;0xF2EB;0;0;0;1;11;22544;0;235;242;[1, 2, 21, 1];[1, 0, 81];11-01  WE Steuerbefehl;"1 = Temperatursteuerung mit BW Funktion am WE
2 = Leistungssteuerung mit BW Funktion am WE
3 = Temperatursteuerung ohne BW Funktion am WE
4 = Leistungssteuerung ohne BW Funktion am WE";ich;17385;51390;51746;51392;51431
177;11-01;WE Steuerbefehl;Einstellebene 12, WE 2 Kaskadenfunktionen;2;;1;4;1;Einstellebene 12, WE 2 Kaskadenfunktionen;0xF2F3;0;0;0;11;11;22704;0;243;242;[1, 2, 21, 1];[1, 0, 81];11-01  WE Steuerbefehl;"1 = Temperatursteuerung mit BW Funktion am WE
2 = Leistungssteuerung mit BW Funktion am WE
3 = Temperatursteuerung ohne BW Funktion am WE
4 = Leistungssteuerung ohne BW Funktion am WE";ich;17385;53134;53490;53136;53175
183;11-01;WE Steuerbefehl;Einstellebene 13, WE 3 Kaskadenfunktionen;2;;1;4;1;Einstellebene 13, WE 3 Kaskadenfunktionen;0xF2FB;0;0;0;21;11;22864;0;251;242;[1, 2, 21, 1];[1, 0, 81];11-01  WE Steuerbefehl;"1 = Temperatursteuerung mit BW Funktion am WE
2 = Leistungssteuerung mit BW Funktion am WE
3 = Temperatursteuerung ohne BW Funktion am WE
4 = Leistungssteuerung ohne BW Funktion am WE";ich;17385;54878;55234;54880;54919
189;11-01;WE Steuerbefehl;Einstellebene 14, WE 4 Kaskadenfunktionen;2;;1;4;1;Einstellebene 14, WE 4 Kaskadenfunktionen;0xF303;0;0;0;31;11;23024;0;3;243;[1, 2, 21, 1];[1, 0, 81];11-01  WE Steuerbefehl;"1 = Temperatursteuerung mit BW Funktion am WE
2 = Leistungssteuerung mit BW Funktion am WE
3 = Temperatursteuerung ohne BW Funktion am WE
4 = Leistungssteuerung ohne BW Funktion am WE";ich;17385;56622;56978;56624;56663
195;11-01;WE Steuerbefehl;Einstellebene 15, WE 5 Kaskadenfunktionen;2;;1;4;1;Einstellebene 15, WE 5 Kaskadenfunktionen;0xF30B;0;0;0;41;11;23184;0;11;243;[1, 2, 21, 1];[1, 0, 81];11-01  WE Steuerbefehl;"1 = Temperatursteuerung mit BW Funktion am WE
2 = Leistungssteuerung mit BW Funktion am WE
3 = Temperatursteuerung ohne BW Funktion am WE
4 = Leistungssteuerung ohne BW Funktion am WE";ich;17385;58366;58722;58368;58407
201;11-01;WE Steuerbefehl;Einstellebene 16, WE 6 Kaskadenfunktionen;2;;1;4;1;Einstellebene 16, WE 6 Kaskadenfunktionen;0xF313;0;0;0;51;11;23344;0;19;243;[1, 2, 21, 1];[1, 0, 81];11-01  WE Steuerbefehl;"1 = Temperatursteuerung mit BW Funktion am WE
2 = Leistungssteuerung mit BW Funktion am WE
3 = Temperatursteuerung ohne BW Funktion am WE
4 = Leistungssteuerung ohne BW Funktion am WE";ich;17385;60110;60466;60112;60151
207;11-01;WE Steuerbefehl;Einstellebene 17, WE 7 Kaskadenfunktionen;2;;1;4;1;Einstellebene 17, WE 7 Kaskadenfunktionen;0xF31B;0;0;0;61;11;23504;0;27;243;[1, 2, 21, 1];[1, 0, 81];11-01  WE Steuerbefehl;"1 = Temperatursteuerung mit BW Funktion am WE
2 = Leistungssteuerung mit BW Funktion am WE
3 = Temperatursteuerung ohne BW Funktion am WE
4 = Leistungssteuerung ohne BW Funktion am WE";ich;17385;61854;62210;61856;61895
213;11-01;WE Steuerbefehl;Einstellebene 18, WE 8 Kaskadenfunktionen;2;;1;4;1;Einstellebene 18, WE 8 Kaskadenfunktionen;0xF323;0;0;0;71;11;23664;0;35;243;[1, 2, 21, 1];[1, 0, 81];11-01  WE Steuerbefehl;"1 = Temperatursteuerung mit BW Funktion am WE
2 = Leistungssteuerung mit BW Funktion am WE
3 = Temperatursteuerung ohne BW Funktion am WE
4 = Leistungssteuerung ohne BW Funktion am WE";ich;17385;63598;63954;63600;63639
172;11-02;WE Nennleistung;Einstellebene 11, WE 1 Kaskadenfunktionen;100;kW;0;999;10;Einstellebene 11, WE 1 Kaskadenfunktionen;0xF2EC;13;8;0;2;11;22560;0;236;242;[1, 2, 21, 2];[1, 0, 81];11-02  WE Nennleistung;Mit dem Einsteller wird die Maximalleistung des Wärmeerzeugers von 0 bis 999 kW eingestellt;ich;17385;51746;52007;51748;51787
178;11-02;WE Nennleistung;Einstellebene 12, WE 2 Kaskadenfunktionen;100;kW;0;999;10;Einstellebene 12, WE 2 Kaskadenfunktionen;0xF2F4;13;8;0;12;11;22720;0;244;242;[1, 2, 21, 2];[1, 0, 81];11-02  WE Nennleistung;Mit dem Einsteller wird die Maximalleistung des Wärmeerzeugers von 0 bis 999 kW eingestellt;ich;17385;53490;53751;53492;53531
184;11-02;WE Nennleistung;Einstellebene 13, WE 3 Kaskadenfunktionen;100;kW;0;999;10;Einstellebene 13, WE 3 Kaskadenfunktionen;0xF2FC;13;8;0;22;11;22880;0;252;242;[1, 2, 21, 2];[1, 0, 81];11-02  WE Nennleistung;Mit dem Einsteller wird die Maximalleistung des Wärmeerzeugers von 0 bis 999 kW eingestellt;ich;17385;55234;55495;55236;55275
190;11-02;WE Nennleistung;Einstellebene 14, WE 4 Kaskadenfunktionen;100;kW;0;999;10;Einstellebene 14, WE 4 Kaskadenfunktionen;0xF304;13;8;0;32;11;23040;0;4;243;[1, 2, 21, 2];[1, 0, 81];11-02  WE Nennleistung;Mit dem Einsteller wird die Maximalleistung des Wärmeerzeugers von 0 bis 999 kW eingestellt;ich;17385;56978;57239;56980;57019
196;11-02;WE Nennleistung;Einstellebene 15, WE 5 Kaskadenfunktionen;100;kW;0;999;10;Einstellebene 15, WE 5 Kaskadenfunktionen;0xF30C;13;8;0;42;11;23200;0;12;243;[1, 2, 21, 2];[1, 0, 81];11-02  WE Nennleistung;Mit dem Einsteller wird die Maximalleistung des Wärmeerzeugers von 0 bis 999 kW eingestellt;ich;17385;58722;58983;58724;58763
202;11-02;WE Nennleistung;Einstellebene 16, WE 6 Kaskadenfunktionen;100;kW;0;999;10;Einstellebene 16, WE 6 Kaskadenfunktionen;0xF314;13;8;0;52;11;23360;0;20;243;[1, 2, 21, 2];[1, 0, 81];11-02  WE Nennleistung;Mit dem Einsteller wird die Maximalleistung des Wärmeerzeugers von 0 bis 999 kW eingestellt;ich;17385;60466;60727;60468;60507
208;11-02;WE Nennleistung;Einstellebene 17, WE 7 Kaskadenfunktionen;100;kW;0;999;10;Einstellebene 17, WE 7 Kaskadenfunktionen;0xF31C;13;8;0;62;11;23520;0;28;243;[1, 2, 21, 2];[1, 0, 81];11-02  WE Nennleistung;Mit dem Einsteller wird die Maximalleistung des Wärmeerzeugers von 0 bis 999 kW eingestellt;ich;17385;62210;62471;62212;62251
214;11-02;WE Nennleistung;Einstellebene 18, WE 8 Kaskadenfunktionen;100;kW;0;999;10;Einstellebene 18, WE 8 Kaskadenfunktionen;0xF324;13;8;0;72;11;23680;0;36;243;[1, 2, 21, 2];[1, 0, 81];11-02  WE Nennleistung;Mit dem Einsteller wird die Maximalleistung des Wärmeerzeugers von 0 bis 999 kW eingestellt;ich;17385;63954;64215;63956;63995
173;11-03;minimale WE-Leistung;Einstellebene 11, WE 1 Kaskadenfunktionen;70;%;0;100;1;Einstellebene 11, WE 1 Kaskadenfunktionen;0xF2EE;0;4;0;3;11;22576;0;238;242;[1, 2, 21, 1];[1, 0, 81];11-03  minimale WE-Leistung;Mit dem Einsteller wird die Minimalleistung des Wärmeerzeugers in % der Maximalleistung eingestellt.;ich;17385;52007;52282;52009;52053
179;11-03;minimale WE-Leistung;Einstellebene 12, WE 2 Kaskadenfunktionen;100;%;0;100;1;Einstellebene 12, WE 2 Kaskadenfunktionen;0xF2F6;0;4;0;13;11;22736;0;246;242;[1, 2, 21, 1];[1, 0, 81];11-03  minimale WE-Leistung;Mit dem Einsteller wird die Minimalleistung des Wärmeerzeugers in % der Maximalleistung eingestellt.;ich;17385;53751;54026;53753;53797
185;11-03;minimale WE-Leistung;Einstellebene 13, WE 3 Kaskadenfunktionen;100;%;0;100;1;Einstellebene 13, WE 3 Kaskadenfunktionen;0xF2FE;0;4;0;23;11;22896;0;254;242;[1, 2, 21, 1];[1, 0, 81];11-03  minimale WE-Leistung;Mit dem Einsteller wird die Minimalleistung des Wärmeerzeugers in % der Maximalleistung eingestellt.;ich;17385;55495;55770;55497;55541
191;11-03;minimale WE-Leistung;Einstellebene 14, WE 4 Kaskadenfunktionen;100;%;0;100;1;Einstellebene 14, WE 4 Kaskadenfunktionen;0xF306;0;4;0;33;11;23056;0;6;243;[1, 2, 21, 1];[1, 0, 81];11-03  minimale WE-Leistung;Mit dem Einsteller wird die Minimalleistung des Wärmeerzeugers in % der Maximalleistung eingestellt.;ich;17385;57239;57514;57241;57285
197;11-03;minimale WE-Leistung;Einstellebene 15, WE 5 Kaskadenfunktionen;100;%;0;100;1;Einstellebene 15, WE 5 Kaskadenfunktionen;0xF30E;0;4;0;43;11;23216;0;14;243;[1, 2, 21, 1];[1, 0, 81];11-03  minimale WE-Leistung;Mit dem Einsteller wird die Minimalleistung des Wärmeerzeugers in % der Maximalleistung eingestellt.;ich;17385;58983;59258;58985;59029
203;11-03;minimale WE-Leistung;Einstellebene 16, WE 6 Kaskadenfunktionen;100;%;0;100;1;Einstellebene 16, WE 6 Kaskadenfunktionen;0xF316;0;4;0;53;11;23376;0;22;243;[1, 2, 21, 1];[1, 0, 81];11-03  minimale WE-Leistung;Mit dem Einsteller wird die Minimalleistung des Wärmeerzeugers in % der Maximalleistung eingestellt.;ich;17385;60727;61002;60729;60773
209;11-03;minimale WE-Leistung;Einstellebene 17, WE 7 Kaskadenfunktionen;100;%;0;100;1;Einstellebene 17, WE 7 Kaskadenfunktionen;0xF31E;0;4;0;63;11;23536;0;30;243;[1, 2, 21, 1];[1, 0, 81];11-03  minimale WE-Leistung;Mit dem Einsteller wird die Minimalleistung des Wärmeerzeugers in % der Maximalleistung eingestellt.;ich;17385;62471;62746;62473;62517
215;11-03;minimale WE-Leistung;Einstellebene 18, WE 8 Kaskadenfunktionen;100;%;0;100;1;Einstellebene 18, WE 8 Kaskadenfunktionen;0xF326;0;4;0;73;11;23696;0;38;243;[1, 2, 21, 1];[1, 0, 81];11-03  minimale WE-Leistung;Mit dem Einsteller wird die Minimalleistung des Wärmeerzeugers in % der Maximalleistung eingestellt.;ich;17385;64215;64490;64217;64261
174;11-04;Einschaltleistung Folge WE;Einstellebene 11, WE 1 Kaskadenfunktionen;80;%;0;100;1;Einstellebene 11, WE 1 Kaskadenfunktionen;0xF2EF;0;4;0;4;11;22592;0;239;242;[1, 2, 21, 1];[1, 0, 81];11-04  Einschaltleistung Folge WE;Mit dem Einsteller wird die Freigabe für den Folge Wärmeerzeuger in % eingestellt;ich;17385;52282;52544;52284;52334
180;11-04;Einschaltleistung Folge WE;Einstellebene 12, WE 2 Kaskadenfunktionen;80;%;0;100;1;Einstellebene 12, WE 2 Kaskadenfunktionen;0xF2F7;0;4;0;14;11;22752;0;247;242;[1, 2, 21, 1];[1, 0, 81];11-04  Einschaltleistung Folge WE;Mit dem Einsteller wird die Freigabe für den Folge Wärmeerzeuger in % eingestellt;ich;17385;54026;54288;54028;54078
186;11-04;Einschaltleistung Folge WE;Einstellebene 13, WE 3 Kaskadenfunktionen;80;%;0;100;1;Einstellebene 13, WE 3 Kaskadenfunktionen;0xF2FF;0;4;0;24;11;22912;0;255;242;[1, 2, 21, 1];[1, 0, 81];11-04  Einschaltleistung Folge WE;Mit dem Einsteller wird die Freigabe für den Folge Wärmeerzeuger in % eingestellt;ich;17385;55770;56032;55772;55822
192;11-04;Einschaltleistung Folge WE;Einstellebene 14, WE 4 Kaskadenfunktionen;80;%;0;100;1;Einstellebene 14, WE 4 Kaskadenfunktionen;0xF307;0;4;0;34;11;23072;0;7;243;[1, 2, 21, 1];[1, 0, 81];11-04  Einschaltleistung Folge WE;Mit dem Einsteller wird die Freigabe für den Folge Wärmeerzeuger in % eingestellt;ich;17385;57514;57776;57516;57566
198;11-04;Einschaltleistung Folge WE;Einstellebene 15, WE 5 Kaskadenfunktionen;80;%;0;100;1;Einstellebene 15, WE 5 Kaskadenfunktionen;0xF30F;0;4;0;44;11;23232;0;15;243;[1, 2, 21, 1];[1, 0, 81];11-04  Einschaltleistung Folge WE;Mit dem Einsteller wird die Freigabe für den Folge Wärmeerzeuger in % eingestellt;ich;17385;59258;59520;59260;59310
204;11-04;Einschaltleistung Folge WE;Einstellebene 16, WE 6 Kaskadenfunktionen;80;%;0;100;1;Einstellebene 16, WE 6 Kaskadenfunktionen;0xF317;0;4;0;54;11;23392;0;23;243;[1, 2, 21, 1];[1, 0, 81];11-04  Einschaltleistung Folge WE;Mit dem Einsteller wird die Freigabe für den Folge Wärmeerzeuger in % eingestellt;ich;17385;61002;61264;61004;61054
210;11-04;Einschaltleistung Folge WE;Einstellebene 17, WE 7 Kaskadenfunktionen;80;%;0;100;1;Einstellebene 17, WE 7 Kaskadenfunktionen;0xF31F;0;4;0;64;11;23552;0;31;243;[1, 2, 21, 1];[1, 0, 81];11-04  Einschaltleistung Folge WE;Mit dem Einsteller wird die Freigabe für den Folge Wärmeerzeuger in % eingestellt;ich;17385;62746;63008;62748;62798
216;11-04;Einschaltleistung Folge WE;Einstellebene 18, WE 8 Kaskadenfunktionen;80;%;0;100;1;Einstellebene 18, WE 8 Kaskadenfunktionen;0xF327;0;4;0;74;11;23712;0;39;243;[1, 2, 21, 1];[1, 0, 81];11-04  Einschaltleistung Folge WE;Mit dem Einsteller wird die Freigabe für den Folge Wärmeerzeuger in % eingestellt;ich;17385;64490;64752;64492;64542
175;11-05;WE Folgewechsel;Einstellebene 11, WE 1 Kaskadenfunktionen;0;;0;1;1;Einstellebene 11, WE 1 Kaskadenfunktionen;0xF2F0;0;0;0;5;11;22608;0;240;242;[1, 2, 21, 1];[1, 0, 81];11-05  WE Folgewechsel;"0 = Keine Sequenzumschaltung
1 = Sequenzumschaltung";ich;17385;52544;52766;52546;52585
181;11-05;WE Folgewechsel;Einstellebene 12, WE 2 Kaskadenfunktionen;0;;0;1;1;Einstellebene 12, WE 2 Kaskadenfunktionen;0xF2F8;0;0;0;15;11;22768;0;248;242;[1, 2, 21, 1];[1, 0, 81];11-05  WE Folgewechsel;"0 = Keine Sequenzumschaltung
1 = Sequenzumschaltung";ich;17385;54288;54510;54290;54329
187;11-05;WE Folgewechsel;Einstellebene 13, WE 3 Kaskadenfunktionen;0;;0;1;1;Einstellebene 13, WE 3 Kaskadenfunktionen;0xF300;0;0;0;25;11;22928;0;0;243;[1, 2, 21, 1];[1, 0, 81];11-05  WE Folgewechsel;"0 = Keine Sequenzumschaltung
1 = Sequenzumschaltung";ich;17385;56032;56254;56034;56073
193;11-05;WE Folgewechsel;Einstellebene 14, WE 4 Kaskadenfunktionen;0;;0;1;1;Einstellebene 14, WE 4 Kaskadenfunktionen;0xF308;0;0;0;35;11;23088;0;8;243;[1, 2, 21, 1];[1, 0, 81];11-05  WE Folgewechsel;"0 = Keine Sequenzumschaltung
1 = Sequenzumschaltung";ich;17385;57776;57998;57778;57817
199;11-05;WE Folgewechsel;Einstellebene 15, WE 5 Kaskadenfunktionen;0;;0;1;1;Einstellebene 15, WE 5 Kaskadenfunktionen;0xF310;0;0;0;45;11;23248;0;16;243;[1, 2, 21, 1];[1, 0, 81];11-05  WE Folgewechsel;"0 = Keine Sequenzumschaltung
1 = Sequenzumschaltung";ich;17385;59520;59742;59522;59561
205;11-05;WE Folgewechsel;Einstellebene 16, WE 6 Kaskadenfunktionen;0;;0;1;1;Einstellebene 16, WE 6 Kaskadenfunktionen;0xF318;0;0;0;55;11;23408;0;24;243;[1, 2, 21, 1];[1, 0, 81];11-05  WE Folgewechsel;"0 = Keine Sequenzumschaltung
1 = Sequenzumschaltung";ich;17385;61264;61486;61266;61305
211;11-05;WE Folgewechsel;Einstellebene 17, WE 7 Kaskadenfunktionen;0;;0;1;1;Einstellebene 17, WE 7 Kaskadenfunktionen;0xF320;0;0;0;65;11;23568;0;32;243;[1, 2, 21, 1];[1, 0, 81];11-05  WE Folgewechsel;"0 = Keine Sequenzumschaltung
1 = Sequenzumschaltung";ich;17385;63008;63230;63010;63049
217;11-05;WE Folgewechsel;Einstellebene 18, WE 8 Kaskadenfunktionen;0;;0;1;1;Einstellebene 18, WE 8 Kaskadenfunktionen;0xF328;0;0;0;75;11;23728;0;40;243;[1, 2, 21, 1];[1, 0, 81];11-05  WE Folgewechsel;"0 = Keine Sequenzumschaltung
1 = Sequenzumschaltung";ich;17385;64752;64974;64754;64793
131;15-10;Heissgas Maximaltemperatur;Einstellebene 9, WE Einstellungen Wärmepumpe;125;°C;0;140;10;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF286;13;1;0;16;9;18688;0;134;242;[1, 2, 21, 2];[2, 0, 81];15-10  Heissgas Maximaltemperatur;Überschreitet die Heissgastemperatur (THG) den Einstellwert, wird die Quellenpumpe oder das Gebläse und der Kompressor abgeschaltet. Sinkt die Temperatur THG um 2 K unter den Einstellwert, läuft die Anlage in der eingestellten Betriebsart weiter.;ich;17385;38105;38535;38107;38157
