timestamp	server	destination	request	status	parameter_bytes	tem_code	type	unit	max	min	value_bytes	value_unsigned	value_signed	value	value_encoding	response	error
2026-09-11T22:47:29.158816+00:00	localhost:8888	15	1506210401000000	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T22:47:29.427965+00:00	localhost:8888	15	1506210401010000	hit	0000	00-000	Temperatur	_C	500	-500	a800	168	168	16.8 °C	Annahme: SIN / 10	0a00000d02f4010cfea800	
2026-09-11T22:47:29.745686+00:00	localhost:8888	15	1506210401020000	hit	ba41	03-058	TemperaturSchwelle	K	30	-30	0000	0	0	0 K	Annahme: SIN / 10	0aba414d041e00e2ff0000	
2026-09-11T22:47:30.056478+00:00	localhost:8888	15	1506210401030000	hit	0381	02-003	unknown(0x1d)	none	5	16386	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0a03811d00050002400000	
2026-09-11T22:47:30.543567+00:00	localhost:8888	15	1506210401040000	hit	0281	02-002	unknown(0x1d)	none	0	-32766	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0a02811d00000002800000	
2026-09-11T22:47:30.815027+00:00	localhost:8888	15	1506210401050000	hit	0081	02-000	unknown(0x1d)	none	11	-1	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0a00811d000b00ffff0000	
2026-09-11T22:47:31.130514+00:00	localhost:8888	15	1506210401060000	hit	0a01	02-010	unknown(0x80)	min	180	0	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0a0a01800cb40000000000	
2026-09-11T22:47:31.534681+00:00	localhost:8888	15	1506210401070000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:31.829756+00:00	localhost:8888	15	1506210401080000	hit	4741	02-071	Zeit	hh_mm	10080	0	520b	2898	2898		unbekannt; Rohwerte ohne Skalierung	0a4741042a60270000520b	
2026-09-11T22:47:32.126754+00:00	localhost:8888	15	1506210401090000	length												060c811e000500	
2026-09-11T22:47:32.636961+00:00	localhost:8888	15	15062104010a0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:32.938258+00:00	localhost:8888	15	15062104010b0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:33.203207+00:00	localhost:8888	15	15062104010c0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:33.471584+00:00	localhost:8888	15	15062104010d0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:33.734197+00:00	localhost:8888	15	15062104010e0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:33.996477+00:00	localhost:8888	15	15062104010f0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:34.262312+00:00	localhost:8888	15	1506210401100000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:34.527444+00:00	localhost:8888	15	1506210401110000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:34.793068+00:00	localhost:8888	15	1506210401120000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:35.058873+00:00	localhost:8888	15	1506210401130000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:35.324319+00:00	localhost:8888	15	1506210401140000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:35.589991+00:00	localhost:8888	15	1506210401150000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:35.855699+00:00	localhost:8888	15	1506210401160000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:36.269281+00:00	localhost:8888	15	1506210401170000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:36.531052+00:00	localhost:8888	15	1506210401180000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:36.793180+00:00	localhost:8888	15	1506210401190000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:37.046650+00:00	localhost:8888	15	15062104011a0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:37.308674+00:00	localhost:8888	15	15062104011b0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:37.574606+00:00	localhost:8888	15	15062104011c0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:37.863788+00:00	localhost:8888	15	15062104011d0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:38.121278+00:00	localhost:8888	15	15062104011e0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:38.387007+00:00	localhost:8888	15	15062104011f0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:38.682934+00:00	localhost:8888	15	1506210401200000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:38.949893+00:00	localhost:8888	15	1506210401210000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:39.215893+00:00	localhost:8888	15	1506210401220000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:39.512413+00:00	localhost:8888	15	1506210401230000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:39.778761+00:00	localhost:8888	15	1506210401240000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:40.044059+00:00	localhost:8888	15	1506210401250000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:40.308980+00:00	localhost:8888	15	1506210401260000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:40.574783+00:00	localhost:8888	15	1506210401270000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:40.840008+00:00	localhost:8888	15	1506210401280000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:41.105743+00:00	localhost:8888	15	1506210401290000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:41.371605+00:00	localhost:8888	15	15062104012a0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:41.640086+00:00	localhost:8888	15	15062104012b0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:41.902490+00:00	localhost:8888	15	15062104012c0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:42.168161+00:00	localhost:8888	15	15062104012d0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:42.468506+00:00	localhost:8888	15	15062104012e0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:42.730900+00:00	localhost:8888	15	15062104012f0000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:42.996789+00:00	localhost:8888	15	1506210401300000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:43.305319+00:00	localhost:8888	15	1506210401310000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:43.605841+00:00	localhost:8888	15	1506210401320000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T22:47:43.871405+00:00	localhost:8888	15	1506210401330000	ff1f	ff1f											0aff1f0000000000000000	
