timestamp	server	destination	request	status	parameter_bytes	tem_code	type	unit	max	min	value_bytes	value_unsigned	value_signed	value	value_encoding	response	error
2026-09-11T23:02:42.087037+00:00	localhost:8888	15	1506210401800000	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:42.678107+00:00	localhost:8888	15	1506210401800100	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:43.290985+00:00	localhost:8888	15	1506210401800200	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:43.818876+00:00	localhost:8888	15	1506210401800300	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:44.381387+00:00	localhost:8888	15	1506210401800400	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:44.943507+00:00	localhost:8888	15	1506210401800500	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:45.474928+00:00	localhost:8888	15	1506210401800600	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:46.005996+00:00	localhost:8888	15	1506210401800700	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:46.569393+00:00	localhost:8888	15	1506210401800800	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:47.130093+00:00	localhost:8888	15	1506210401800900	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:47.662114+00:00	localhost:8888	15	1506210401800a00	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:48.209063+00:00	localhost:8888	15	1506210401800b00	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:48.741293+00:00	localhost:8888	15	1506210401800c00	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:49.272712+00:00	localhost:8888	15	1506210401800d00	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:49.802693+00:00	localhost:8888	15	1506210401800e00	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:50.337188+00:00	localhost:8888	15	1506210401800f00	hit	b241	03-050	none	none	7	0	0300	3	3		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000300	
2026-09-11T23:02:50.896552+00:00	localhost:8888	15	1506210401801000	hit	b241	03-050	none	none	7	0	0100	1	1		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000100	
2026-09-11T23:02:51.649135+00:00	localhost:8888	15	1506210401801100	hit	b241	03-050	none	none	7	0	0100	1	1		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000100	
2026-09-11T23:02:52.178115+00:00	localhost:8888	15	1506210401801200	hit	b241	03-050	none	none	7	0	0100	1	1		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000100	
2026-09-11T23:02:52.959007+00:00	localhost:8888	15	1506210401801300	hit	b241	03-050	none	none	7	0	0100	1	1		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000100	
2026-09-11T23:02:53.572228+00:00	localhost:8888	15	1506210401801400	hit	b241	03-050	none	none	7	0	0100	1	1		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000100	
2026-09-11T23:02:54.099742+00:00	localhost:8888	15	1506210401801500	hit	b241	03-050	none	none	7	0	0100	1	1		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000100	
2026-09-11T23:02:54.632403+00:00	localhost:8888	15	1506210401801600	hit	b241	03-050	none	none	7	0	0100	1	1		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000100	
2026-09-11T23:02:55.162708+00:00	localhost:8888	15	1506210401801700	hit	b241	03-050	none	none	7	0	0100	1	1		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000100	
2026-09-11T23:02:55.693486+00:00	localhost:8888	15	1506210401801800	hit	b241	03-050	none	none	7	0	0100	1	1		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000100	
2026-09-11T23:02:56.250787+00:00	localhost:8888	15	1506210401801900	hit	b241	03-050	none	none	7	0	0100	1	1		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000100	
2026-09-11T23:02:56.772423+00:00	localhost:8888	15	1506210401801a00	hit	b241	03-050	none	none	7	0	0100	1	1		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000100	
2026-09-11T23:02:57.319373+00:00	localhost:8888	15	1506210401801b00	hit	b241	03-050	none	none	7	0	0100	1	1		unbekannt; Rohwerte ohne Skalierung	0ab2410000070000000100	
