timestamp	server	destination	request	status	parameter_bytes	tem_code	response	error
2026-09-11T16:20:57.857800+00:00	127.0.0.1:8888	15	1506210400000000	hit	2a02	04-042	0a2a020000ff0000000000	
2026-09-11T16:20:58.162027+00:00	127.0.0.1:8888	15	1506210400010000	hit	2b82	04-043	0a2b820000ff0000000000	
2026-09-11T16:20:58.420388+00:00	127.0.0.1:8888	15	1506210400020000	hit	0000	00-000	0a00000d02f4010cfece00	
2026-09-11T16:21:35.685257+00:00	127.0.0.1:8888	15	1506210400800000	hit	2a02	04-042	0a2a020000ff0000000000	
2026-09-11T16:21:35.981542+00:00	127.0.0.1:8888	15	1506210400810000	hit	2b82	04-043	0a2b820000ff0000000000	
2026-09-11T16:21:36.247923+00:00	127.0.0.1:8888	15	1506210400820000	hit	0000	00-000	0a00000d02f4010cfecd00	
2026-09-11T16:22:10.795020+00:00	127.0.0.1:8888	15	1506210401000000	hit	b241	03-050	0ab2410000070000000100	
2026-09-11T16:22:11.061072+00:00	127.0.0.1:8888	15	1506210401010000	hit	0000	00-000	0a00000d02f4010cfecd00	
2026-09-11T16:22:11.326321+00:00	127.0.0.1:8888	15	1506210401020000	hit	ba41	03-058	0aba414d041e00e2ff0000	
2026-09-11T16:22:11.592318+00:00	127.0.0.1:8888	15	1506210401030000	hit	0381	02-003	0a03811d00050002400000	
2026-09-11T16:22:11.857442+00:00	127.0.0.1:8888	15	1506210401040000	hit	0281	02-002	0a02811d00000000000000	
2026-09-11T16:22:12.123186+00:00	127.0.0.1:8888	15	1506210401050000	hit	0081	02-000	0a00811d000b00ffff0000	
2026-09-11T16:22:12.388645+00:00	127.0.0.1:8888	15	1506210401060000	hit	0a01	02-010	0a0a01800cb40000000000	
2026-09-11T16:22:12.920094+00:00	127.0.0.1:8888	15	1506210401080000	hit	4741	02-071	0a4741042a60270000bf1a	
2026-09-11T16:22:46.765521+00:00	127.0.0.1:8888	15	1506210401800000	hit	b241	03-050	0ab2410000070000000100	
2026-09-11T16:22:47.031236+00:00	127.0.0.1:8888	15	1506210401810000	hit	0000	00-000	0a00000d02f4010cfecd00	
2026-09-11T16:22:47.513034+00:00	127.0.0.1:8888	15	1506210401820000	hit	ba41	03-058	0aba414d041e00e2ff0000	
2026-09-11T16:22:47.780180+00:00	127.0.0.1:8888	15	1506210401830000	hit	0381	02-003	0a03811d00050002400000	
2026-09-11T16:22:48.045333+00:00	127.0.0.1:8888	15	1506210401840000	hit	0281	02-002	0a02811d00000000000000	
2026-09-11T16:22:48.337120+00:00	127.0.0.1:8888	15	1506210401850000	hit	0081	02-000	0a00811d000b00ffff0000	
2026-09-11T16:22:48.593214+00:00	127.0.0.1:8888	15	1506210401860000	hit	0a01	02-010	0a0a01800cb40000000000	
2026-09-11T16:22:49.145558+00:00	127.0.0.1:8888	15	1506210401880000	hit	4741	02-071	0a4741042a60270000c01a	
