timestamp	server	destination	request	status	parameter_bytes	tem_code	response	error
2026-09-11T16:20:57.857800+00:00	127.0.0.1:8888	15	1506210400000000	hit	2a02	04-042	0a2a020000ff0000000000	
2026-09-11T16:20:58.162027+00:00	127.0.0.1:8888	15	1506210400010000	hit	2b82	04-043	0a2b820000ff0000000000	
2026-09-11T16:20:58.420388+00:00	127.0.0.1:8888	15	1506210400020000	hit	0000	00-000	0a00000d02f4010cfece00	
2026-09-11T16:20:58.686406+00:00	127.0.0.1:8888	15	1506210400030000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:20:58.981997+00:00	127.0.0.1:8888	15	1506210400040000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:20:59.248337+00:00	127.0.0.1:8888	15	1506210400050000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:20:59.513765+00:00	127.0.0.1:8888	15	1506210400060000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:20:59.804101+00:00	127.0.0.1:8888	15	1506210400070000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:21:00.333769+00:00	127.0.0.1:8888	15	1506210400080000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:21:00.646050+00:00	127.0.0.1:8888	15	1506210400090000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:21:00.906692+00:00	127.0.0.1:8888	15	15062104000a0000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:21:01.179497+00:00	127.0.0.1:8888	15	15062104000b0000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:21:01.482364+00:00	127.0.0.1:8888	15	15062104000c0000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:21:01.748855+00:00	127.0.0.1:8888	15	15062104000d0000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:21:02.023197+00:00	127.0.0.1:8888	15	15062104000e0000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:21:02.497404+00:00	127.0.0.1:8888	15	15062104000f0000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:21:02.811289+00:00	127.0.0.1:8888	15	1506210400100000	ff1f	ff1f		0aff1f0000000000000000	
2026-09-11T16:21:03.076188+00:00	127.0.0.1:8888	15	1506210400110000	ff1f	ff1f		0aff1f0000000000000000	
