timestamp	server	destination	request	status	parameter_bytes	tem_code	type	unit	max	min	value_bytes	value_unsigned	value_signed	value	value_encoding	response	error
2026-09-11T23:03:53.408920+00:00	localhost:8888	15	150621040100a400	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:53.709570+00:00	localhost:8888	15	150621040100a800	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:53.975570+00:00	localhost:8888	15	150621040100ac00	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:54.241311+00:00	localhost:8888	15	150621040100b000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:54.536819+00:00	localhost:8888	15	150621040100b400	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:54.803478+00:00	localhost:8888	15	150621040100b800	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:55.068929+00:00	localhost:8888	15	150621040100bc00	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:55.334643+00:00	localhost:8888	15	150621040100c000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:55.630878+00:00	localhost:8888	15	150621040100c400	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:55.898535+00:00	localhost:8888	15	150621040100c800	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:56.163993+00:00	localhost:8888	15	150621040100cc00	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:56.476819+00:00	localhost:8888	15	150621040100d000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:56.788619+00:00	localhost:8888	15	150621040100d400	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:57.101408+00:00	localhost:8888	15	150621040100d800	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:57.414155+00:00	localhost:8888	15	150621040100dc00	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:57.697406+00:00	localhost:8888	15	150621040100e000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:57.960584+00:00	localhost:8888	15	150621040100e400	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:58.226131+00:00	localhost:8888	15	150621040100e800	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:58.492166+00:00	localhost:8888	15	150621040100ec00	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:58.758384+00:00	localhost:8888	15	150621040100f000	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:59.022780+00:00	localhost:8888	15	150621040100f400	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:59.287641+00:00	localhost:8888	15	150621040100f800	ff1f	ff1f											0aff1f0000000000000000	
2026-09-11T23:03:59.553390+00:00	localhost:8888	15	150621040100fc00	ff1f	ff1f											0aff1f0000000000000000	
